Unnamed: 0.1,resturant_name,customer_name,customer_reviews_number,customer_reviews_date,comments,number_number_of_star
322,Sorrento,Mrt G.,4.0,10/05/2022,Amazing service Food and drink come quickly even though we are on Passover and do not eat chametz Terribly delicious food,5.0
323,Sorrento,Nofar h.,4.0,29/10/2021,"We went out 3 girls was excellent, there is the first course of cheese balls in a must-have rose sauce, the service is excellent.",5.0
324,Sorrento,Eran Z.,2.0,14/01/2022,Excellent. Great service. Clean and tasty.,5.0
325,Sorrento,May G.,1.0,04/01/2022,There was amazing excellent food and service 10,5.0
326,Sorrento,Shirz S.,3.0,05/11/2021,"We did not answer the phone, the call was cut off in the middle of the wait, we wanted to order your volt or come and pick it up and there was no one to talk to ....",2.0
327,Sorrento,to the island y.,2.0,18/11/2021,Not nice waiters.,2.0
328,Sorrento,Sophia m.,4.0,19/02/2022,😍😍😍,5.0
329,Sorrento,Levi B.,6.0,11/09/2020,"Excellent food, nice atmosphere and kind and good service. Need no more than that.",5.0
330,Sorrento,Avichai S.,2.0,12/08/2020,Great experience of food atmosphere and service we will be back for another round,5.0
331,Sorrento,Gil S.,1.0,13/03/2021,Dishes at a very high standard and the service is amazing 🥰,5.0
332,Sorrento,sorry c.,1.0,11/12/2018,"There was a terrible and horrible smell in the place where we were seated and in addition there were flies. On the other hand, the food was round and the waiters were courteous.",2.0
333,Sorrento,Chen S.,1.0,28/01/2020,"Great place !! Was delicious in a frenzy! Stunning service, favorable prices, varied menu!",5.0
334,Sorrento,Odel e.,3.0,08/09/2019,"amazing place! Everything is so delicious and the service is of a high standard, recommended🤗",5.0
335,Sorrento,Liel C.,6.0,16/09/2018,We were on Saturday at 23:20 it was crowded inside so we asked to sit outside outside it was nice but the smoke of the cigarettes was horrible ... Too bad there is no normal smoking area the food is not average The cola from some bottle left in it for a while ...,3.0
336,Sorrento,Means c.,2.0,06/05/2020,High level service Highly recommend 😊,5.0
337,Sorrento,Itzhak M.,4.0,27/09/2019,"Nice and busy restaurant. Not bad dairy food, slightly expensive prices. The menu that appears in the link here is completely different from the menu on the spot, probably very old. For events on the second floor - it seems like a very suitable place.",4.0
338,Sorrento,Shani E.,1.0,13/09/2019,"Great service, fast, courteous. The food was great, very tasty. The light of our stunning waiter was a star and we flew over the serving plates of the hot dishes. A bit expensive place but recommended.",4.0
339,Sorrento,Yossi Z.,1.0,25/10/2019,Good restaurant very tasty food recommend,5.0
340,Sorrento,At station S.,32.0,30/07/2019,good food. Excellent and courteous service. Favorable prices.,4.0
341,Sorrento,Sapir G.,2.0,30/04/2019,"Delicious nice waiters, friendly prices.",5.0
342,Sorrento,shani t.,2.0,19/12/2018,Old-fashioned food The food level is very low. Abdominal pain the next day for all the 11 people we were just sucking on!,1.0
343,Sorrento,Karin V.,2.0,19/12/2018,"Romantic place, good food + excellent price and service",5.0
344,Sorrento,Avital B.,1.0,23/04/2018,"The service was fast food outdated, some of the pastas bland, a first course of eggplant roll came burnt and not tasty at all.",2.0
345,Sorrento,May M.,2.0,25/10/2019,"Nice place, no more",3.0
346,Sorrento,Muhammad Z.,1.0,01/01/2018,You just can not catch them on the phone! So I could not book a table and went somewhere else.,1.0
347,Sorrento,Elizabeth Z.,3.0,28/08/2017,"Kosher and excellent dairy restaurant, delicious food, fast service, we will return for sure",5.0
348,Sorrento,Racheli A.,2.0,16/07/2018,"Sing especially kindly, there I will return for sure !!!",5.0
349,Sorrento,Елишева Ц.,3.0,04/08/2020,We waited a long time and the food was pretty mediocre and down.,2.0
350,Sorrento,Nav A.,7.0,21/06/2018,A very tasty meal. We really enjoyed it.,5.0
351,Sorrento,Her father m.,1.0,21/12/2017,Cold food is not and not tasty and I tried several times! Disappointing!,1.0
352,Sorrento,Maor D.,10.0,24/12/2017,The food was delicious and quick,4.0
353,Sorrento,A started.,2.0,19/07/2018,Disgusting horror service,1.0
354,Sorrento,Learn n.,1.0,08/03/2018,Excellent quiet and pleasant and delicious,5.0
355,Sorrento,The plots k.,1.0,08/02/2017,"Dairy food, delicious and fast service",4.0
356,King Solomon's skewers,Aviad c.,2.0,03/01/2022,Really good restaurant and bomb service! Really delicious food! I really loved!!,5.0
357,King Solomon's skewers,Omer D.,3.0,04/11/2021,"A place not so neat and not fancy, but delicious food and a pleasant attitude I received",5.0
358,King Solomon's skewers,Shi n.,1.0,19/02/2022,"Very tasty, fresh and on time",5.0
359,King Solomon's skewers,Michael L.,3.0,09/11/2021,A cat,2.0
360,King Solomon's skewers,Tal S.,2.0,14/05/2020,Do not know Beer Yaakov We went according to Izzy We were not disappointed for the moment Kebab High level championship We will return it for sure 🙌🙌,5.0
361,King Solomon's skewers,Rachel C.,1.0,10/02/2022,Championship,5.0
362,King Solomon's skewers,Sefi a.,1.0,23/12/2020,Delicious on other levels !!! Rare kebab Clean place and great atmosphere of the staff!,5.0
363,King Solomon's skewers,Yaron B.,2.0,12/05/2021,"Nice place, service and warm attitude, delicious food at a high level",5.0
364,King Solomon's skewers,Natalie A.,4.0,06/12/2020,"The food is very tasty, aesthetically pleasing, excellent service 😍 I will definitely come again 😚",5.0
365,King Solomon's skewers,Aliki S.,1.0,17/09/2020,Wowwwww delicious food at a high level High service at floor prices ️️️,5.0
366,King Solomon's skewers,Karmel R.,1.0,02/03/2021,A cute girl with a 100 percent deadly kebab I will come again,5.0
367,King Solomon's skewers,Avi e.,3.0,22/10/2020,Food of a very poor standard not fit for human consumption Fat oil that has not been replaced for a long time for at least 2 weeks Burnt French fries and burnt oil-flavored pepper are not recommended to eat there.,1.0
368,King Solomon's skewers,Michelle G.,2.0,09/12/2020,bomb!! Delicious food at everything clean and aesthetically just perfect,5.0
369,King Solomon's skewers,Adi A.,1.0,24/12/2020,Delicious delicious tasty worth every bite and shekel,5.0
370,King Solomon's skewers,Ariel R.,2.0,30/06/2020,it was great! Great service ..,5.0
371,King Solomon's skewers,Shaul H.,13.0,17/08/2020,Looks great 10,5.0
372,King Solomon's skewers,Uriah to.,11.0,25/06/2020,A rare kebab of life. Worth coming to eat. Recommend her to replace the pitas and clean there a bit but in general worth a visit.,4.0
373,King Solomon's skewers,Meni L.,3.0,15/07/2020,overpowering,5.0
0,Pizza Fargo,Inbal J.,5.0,21/03/2022,"Delicious pizza !!! Not the cheapest, but worth it ...",4.0
1,Pizza Fargo,sell p.,1.0,28/10/2021,We ordered yesterday .. it was very tasty and everything arrived fast and boiling !!! Thank you so much for the amazing blessing in the cardboard and their sourness !!!! Genius Murder Thank you for the courteous service we will no doubt order again,5.0
2,Pizza Fargo,Michal B.,1.0,03/11/2021,"We ordered 3 trays and garlic bread, everything was perfect !! From the courteous service, arrived at the time of the excellent pizzas to the little treats .. and the blessing on the cardboard makes the heart fun! Thank you! Champions",5.0
3,Pizza Fargo,Shay B.,2.0,29/10/2021,We ordered 2 pizzas and garlic bread two days ago. The service was very courteous when they took the order from us. The pizza arrived quickly and hot and highly recommend !!,5.0
4,Pizza Fargo,If B.,1.0,29/10/2021,Wow! Really great pizza. The service was really fast and the taste of the bread I have never tasted before. Inhale.,5.0
5,Pizza Fargo,Guy R.,1.0,29/10/2021,Achla Fargo Ness Ziona see that they love what they do continued like this friends experience of place,5.0
6,Pizza Fargo,Ran C.,1.0,28/10/2021,An experience of service we received pickles and even a dedication on the cardboard champions👌,5.0
7,Pizza Fargo,Omer A.,3.0,22/09/2021,"Very tasty pizza, topped with toppings, arrived quickly worth ordering!",5.0
8,Pizza Fargo,Avishag L.,3.0,08/11/2021,Excellent pizza .. Great service .. We really enjoyed it !!!,5.0
9,Pizza Fargo,Gili and.,1.0,09/09/2021,"Shocking experience with the manager of the Ness Ziona branch today 9.9.21 Last night, we ordered a family pizza with garlic bread. We both finished night and day with inconceivable vomiting and stomach pains from pizza food poisoning! We called the manager and answered a shift manager and then the manager who claimed it was all right and we were imagining! We did not ask for compensation but a check! Who wants compensation from such severe food poisoning? Do not order a Fargo Ness Ziona distributor! The responsibility is on you! We have filed a complaint with the Ministry of Health that will make a surprise inspection and close the place for the benefit of public health",1.0
10,Pizza Fargo,Poetry n.,2.0,03/03/2021,Sweet service. fast. Insanely delicious and aesthetically pleasing pizza :),5.0
11,Pizza Fargo,lior t,8.0,28/01/2021,We ordered a L family pizza and personal garlic bread and it was very tasty and so was the dessert with the nougat! The food arrived on time and hot. kind service.,4.0
12,Pizza Fargo,Menachem J.,1.0,08/12/2020,Amazing food and even more service,5.0
13,Pizza Fargo,Guy B.,4.0,25/10/2020,"Simple pizza, low quality dough. Price does not match the level of pizza.",2.0
14,Pizza Fargo,Yossi G.,5.0,22/09/2020,There was excellent service and delicious food,5.0
15,Pizza Fargo,Shi l.,1.0,03/10/2018,Were agile pizza and excellent service recommended,5.0
16,Pizza Fargo,Two E.,2.0,17/04/2019,"Delicious nothing to miss We ordered a mixed and Tunisian Ziva, arrived quickly. The website states that there is ice cream (there was none) and the salad was small but the rest was a bomb",4.0
17,Pizza Fargo,Amit R.,1.0,31/01/2020,Delicious in levels,5.0
18,Shawarma Herzl 2,Michal Z.,1.0,07/10/2020,"The service was excellent, above expectation. The shawarma is excellent, the pitas and the oven are very fresh, delicious and fresh salads, crispy and delicious chips that look fried in clean oil, a real taste of home. In short, highly recommended !!!",5.0
19,Shawarma Herzl 2,Sarel S.,26.0,16/03/2022,"The level of service there is shocking and certainly when it's the most expensive shawarma in Israel a place is indeed crowded and due to pressure to tick customers so just put raw meat in dishes and when it was my turn and the strip worker put me meat that was partly live and I commented In order to shorten processes ... it is better not to approach it alone when there is Shawarma Abu Ghosh nearby, which is cheaper, high-quality and luxurious.",1.0
20,Shawarma Herzl 2,Evyatar S.,4.0,18/08/2019,The shawarma at a reasonable level has no complaints. The price of laffe shawarma is NIS 47 which I think is outrageous and not worth it at all. The chips and fried eggplant were soaked in black oil. I probably will not return or recommend to anyone,3.0
21,Shawarma Herzl 2,Nir n.,1.0,23/02/2022,Expensive shawarma in levels and tasteless meat is not worth a penny,1.0
22,Shawarma Herzl 2,Lior S.,7.0,10/03/2022,"Excellent shawarma, puffed pita, very large variety of fresh salads, always clean and tidy, there are neat seating and the staff ticks the work very nicely. The price is a bit high but the value is worth it - a dining experience for those who like quality avrama.",4.0
23,Shawarma Herzl 2,Age l.,3.0,14/03/2022,On the face do not get close!,1.0
24,Shawarma Herzl 2,Dror H.,3.0,14/12/2020,"The turkey was very tasty but in a hurry .. at the expense of the service .. I asked for fat, forgot then when I mentioned the baa in the box instead of inside ... sucks ..",4.0
25,Shawarma Herzl 2,Jonathan H.,13.0,25/10/2021,Delicious and juicy shawarma (I always take the turkey). Put in large and generous amount. Fresh and delicious salads. Good and courteous service.,5.0
26,Shawarma Herzl 2,Roi H.,5.0,29/10/2020,"It was really great, we made a delivery to the beach and they took care of pampering us with everything and the delivery was fast .. Highly recommend! 🙌🏻👍🏻",4.0
27,Shawarma Herzl 2,Nadav B.,52.0,26/12/2021,NIS 55 per lapa. Very expensive and unprofitable.,1.0
28,Shawarma Herzl 2,Moshe b.,1.0,11/11/2020,"We ate 2 shawarma dishes came very hot very tasty and plenty of salads you are really good and we really like to eat with you. Yes, many of you will be honored for the excellent service.",5.0
29,Shawarma Herzl 2,Amir B.,2.0,09/11/2021,"Very tasty, excellent service, not that expensive and very worth the price. Neat and clean seating",5.0
30,Shawarma Herzl 2,Shene. IN.,3.0,20/03/2022,Crazy service food no wow,5.0
31,Shawarma Herzl 2,Shay M.,20.0,26/08/2021,I ordered excellent telephone service from the telephone operator. The order arrived quickly and hotly and in abundance I will definitely book again,5.0
32,Shawarma Herzl 2,My S.,1.0,10/01/2022,Was perfect and amazing service and plentiful,5.0
33,Shawarma Herzl 2,Eliron A.,2.0,18/03/2021,Plenty of delicious and amazing food! And perfect service and the price is cheap compared to what you get highly recommended,5.0
34,Shawarma Herzl 2,Elad S.,2.0,23/10/2019,It was deliciously satisfying and worth the price a little expensive but insanely worth every penny of chips that can be filled on the plate at every opportunity worth murdering the money,5.0
